claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C0358,nomadic-rugs-c1,mineralogical.mineralName,Persian Historical Pigment (Madder Root Red),material,none-opened,heritage-data.ts nomadic-rugs-c1.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0359,nomadic-rugs-c1,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #A81C07),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0360,nomadic-rugs-c1,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0361,nomadic-rugs-c1,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0362,nomadic-rugs-c1,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0363,nomadic-rugs-c1,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0364,nomadic-rugs-c1,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0365,nomadic-rugs-c1,geoSpatial.coordinates,"32.4279,53.688,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0366,nomadic-rugs-c1,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0367,nomadic-rugs-c1,spectral.peakWavelengthNm,638 nm (dominant 638 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0368,nomadic-rugs-c1,historicalContextFa,رنگ قرمز عمیق حاصل از گیاه روناس با دندانه‌دادن سنتی,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0369,nomadic-rugs-c1,artMovement,دستبافته‌ها و قالی قشقایی و بختیاری,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0370,nomadic-rugs-c1,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0371,nomadic-rugs-c2,hex,#540B0E,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0372,nomadic-rugs-c2,nameEn,Persian Crimson Lacquer,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0373,nomadic-rugs-c2,nameFa,لاکی شاه‌عباسی,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0374,nomadic-rugs-c2,meaningFa,قرمزدانه و حشره لاکی با دوام سده‌ها در تار و پود,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0375,nomadic-rugs-c2,mineralogical.mineralName,Persian Historical Pigment (Persian Crimson Lacquer),material,none-opened,heritage-data.ts nomadic-rugs-c2.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0376,nomadic-rugs-c2,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #540B0E),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0377,nomadic-rugs-c2,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0378,nomadic-rugs-c2,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0379,nomadic-rugs-c2,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0380,nomadic-rugs-c2,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0381,nomadic-rugs-c2,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0382,nomadic-rugs-c2,geoSpatial.coordinates,"32.9279,53.988,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0383,nomadic-rugs-c2,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0384,nomadic-rugs-c2,spectral.peakWavelengthNm,624 nm (dominant 624 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0385,nomadic-rugs-c2,historicalContextFa,قرمزدانه و حشره لاکی با دوام سده‌ها در تار و پود,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0386,nomadic-rugs-c2,artMovement,دستبافته‌ها و قالی قشقایی و بختیاری,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0387,nomadic-rugs-c2,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0388,nomadic-rugs-c3,hex,#D99058,color-value,S002,"S002 ""Persian Orange""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0389,nomadic-rugs-c3,nameEn,Persian Orange,naming,S002,"S002 ""Persian Orange""",partially-supported,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0390,nomadic-rugs-c3,nameFa,حنایی افشاری (Persian Orange),naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0391,nomadic-rugs-c3,meaningFa,نارنجی متمایل به سفالی استاندارد با برگ‌های حنا,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0392,nomadic-rugs-c3,mineralogical.mineralName,Persian Historical Pigment (Persian Orange),material,none-opened,heritage-data.ts nomadic-rugs-c3.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0393,nomadic-rugs-c3,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #D99058),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0394,nomadic-rugs-c3,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0395,nomadic-rugs-c3,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0396,nomadic-rugs-c3,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0397,nomadic-rugs-c3,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0398,nomadic-rugs-c3,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0399,nomadic-rugs-c3,geoSpatial.coordinates,"33.4279,54.288000000000004,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
